RecordID,LotRoadFrontageSF,LotAreaSF,OverallQuality,OverallCondition,Age,BasementFinishedSF,BasementUnfinishedSF,TotalBasementSF,CentralAir,FirstFloorSF,SecondFloorSF,LowQualityFinishedSF,TotalLivingAreaSF,FullBath,HalfBath,BedroomAbvGround,KitchenAbvGround,TotalRoomsAbvGround,Fireplaces,GarageType,GarageCars,GarageSF,WoodDeckSF,TotalPorchSF,SalePrice
1531,0,9650,6,3,87,0,784,784,Y,819,784,0,1603,1,0,4,1,7,1,Attached,2,599,0,217,138000
1532,60,7200,7,6,79,0,776,776,Y,851,651,0,1502,1,1,3,1,6,1,Attached,1,270,0,112,149000
1533,74,11988,6,7,76,326,389,715,Y,849,811,0,1660,1,1,3,1,6,1,Detached,1,240,0,0,188700
1534,0,11700,5,6,73,606,336,942,Y,1265,673,0,1938,2,0,4,1,7,1,Detached,1,240,0,40,198000
1535,0,9260,5,4,72,0,884,884,Y,932,442,0,1374,1,0,3,1,6,0,Detached,1,225,64,100,110000
1536,79,7801,6,5,59,500,591,1091,N,1091,0,0,1091,1,0,2,1,5,1,Attached,1,344,66,326,104000
1537,100,9670,8,6,75,210,398,608,Y,983,890,0,1873,1,1,4,1,9,2,Detached,2,786,0,207,257076
1538,0,14100,8,9,75,192,536,728,Y,1968,1479,0,3447,3,1,4,1,11,2,Attached,3,1014,314,12,381000
1539,0,15660,7,9,71,341,457,798,Y,1137,817,0,1954,1,1,3,1,8,2,Attached,2,431,0,269,311500
1540,70,12392,7,9,60,435,397,832,Y,1218,943,0,2161,2,1,3,1,8,2,Attached,2,506,0,96,263400
1541,56,26073,5,5,54,1116,782,1898,Y,1898,0,0,1898,2,1,3,1,7,2,Attached,2,484,0,275,236500
1542,0,14778,6,7,56,728,568,1296,Y,1640,0,0,1640,1,0,3,1,7,1,Detached,2,924,108,0,224000
1543,24,1879,6,6,30,366,150,516,Y,516,516,0,1032,1,0,2,1,5,1,Detached,2,462,213,0,116500
1544,24,1950,6,6,30,693,23,716,Y,716,840,0,1556,2,1,3,1,6,1,Attached,2,452,161,0,151000
1545,50,7000,6,8,84,339,555,894,Y,919,0,0,919,1,0,2,1,5,0,Detached,1,195,0,116,126000
1546,60,6000,6,8,70,0,720,720,Y,760,330,0,1090,1,0,3,1,5,0,Detached,1,240,0,0,120000
1547,40,3636,4,4,88,0,796,796,N,796,0,0,796,1,0,2,1,5,0,None,0,0,0,100,55000
1548,0,5890,6,8,80,538,278,816,Y,816,0,0,816,1,0,2,1,5,0,Detached,1,432,0,96,120500
1549,71,6900,5,6,70,528,212,740,Y,778,0,0,778,1,0,2,1,4,1,Detached,1,924,0,25,120500
1550,58,8155,5,7,80,0,780,780,Y,780,420,0,1200,1,0,4,1,7,0,None,0,0,0,96,119000
1551,75,6000,5,5,43,257,367,624,Y,1092,564,0,1656,1,1,3,1,7,1,Attached,1,288,0,280,126000
1552,60,7392,5,7,80,0,520,520,Y,912,0,0,912,1,0,2,1,5,0,Detached,1,360,0,90,99500
1553,75,9000,5,5,52,330,821,1151,Y,1151,804,0,1955,2,0,4,1,7,0,Attached,1,356,0,0,165500
1554,80,14584,1,5,58,0,0,0,N,733,0,0,733,1,0,2,1,4,0,Attached,2,487,0,0,13100
1555,60,5280,4,7,115,0,173,173,N,825,536,0,1361,1,0,2,1,6,0,Detached,1,185,0,123,89000
1556,50,8500,4,4,90,0,649,649,N,649,668,0,1317,1,0,3,1,6,0,Detached,1,250,0,226,40000
1557,52,5150,4,7,100,0,356,356,N,671,378,0,1049,1,0,2,1,5,0,Detached,1,195,0,0,80900
1558,120,18000,3,4,75,0,894,894,Y,894,0,0,894,1,0,2,1,6,0,Detached,3,1248,0,20,81000
1559,60,9000,4,6,90,0,592,592,Y,432,432,0,864,1,1,3,1,5,0,Detached,1,216,0,190,65000
1560,64,5587,8,5,2,1480,120,1600,Y,1652,0,0,1652,2,0,2,1,5,1,Attached,2,482,162,53,392500
1561,44,3843,8,5,3,1476,120,1596,Y,1648,0,0,1648,2,0,2,1,5,1,Attached,2,525,162,53,294464
1562,44,3811,7,5,6,1474,120,1594,Y,1646,0,0,1646,2,0,2,1,5,1,Attached,2,482,128,208,250000
1563,44,3842,8,5,6,1373,221,1594,Y,1646,0,0,1646,2,0,2,1,5,1,Attached,2,482,128,208,275000
1564,0,23730,7,5,14,700,1140,1840,Y,2032,0,0,2032,3,0,3,1,7,0,Attached,3,786,0,238,300000
1565,0,13265,8,5,8,1218,350,1568,Y,1689,0,0,1689,2,0,3,1,7,2,Attached,3,857,150,59,271000
1566,0,11050,7,5,14,0,910,910,Y,910,910,0,1820,2,1,3,1,8,1,Attached,3,816,318,32,213000
1567,76,9880,6,6,33,522,574,1096,Y,1118,0,0,1118,1,0,3,1,6,1,Attached,1,358,203,0,171000
1568,75,10125,6,6,33,920,276,1196,Y,1279,0,0,1279,2,0,3,1,6,2,Detached,2,473,238,83,171500
1569,76,10260,5,4,34,0,0,0,Y,936,936,0,1872,2,2,4,2,8,0,Attached,2,484,0,0,100000
1570,74,9990,4,5,19,1383,297,1680,Y,1689,0,0,1689,2,0,3,1,6,1,Attached,2,432,428,120,228500
1571,0,164660,5,6,45,1396,103,1499,Y,1619,167,0,1786,2,0,3,1,7,2,Attached,2,529,670,0,228950
1572,42,4084,7,6,24,893,384,1277,Y,1501,0,0,1501,2,0,2,1,6,1,Attached,2,512,240,0,241500
1573,0,15498,8,6,34,1565,0,1565,Y,2898,0,0,2898,2,0,2,1,10,1,Attached,2,665,0,246,287000
1574,74,11563,8,5,4,1036,482,1518,Y,1537,0,0,1537,2,0,3,1,8,0,Attached,3,788,0,26,294000
1575,71,9520,8,5,3,1513,125,1638,Y,1646,0,0,1646,2,0,3,1,7,1,Attached,3,800,192,44,293077
1576,107,12852,8,5,3,770,150,920,Y,920,860,0,1780,2,1,3,1,6,1,Attached,2,612,0,192,264966
1577,73,9802,5,5,4,0,352,352,Y,712,730,0,1442,2,1,3,1,6,0,Attached,2,400,100,0,172500
1578,73,9735,5,5,4,0,384,384,Y,754,640,0,1394,2,1,3,1,7,0,Attached,2,400,100,0,167500
1579,81,12018,7,5,2,0,796,796,Y,796,816,0,1612,2,1,3,1,6,0,Attached,3,666,0,64,218689
1580,75,12890,6,5,21,0,1495,1495,Y,1495,0,0,1495,2,0,3,1,8,1,Attached,2,438,252,192,150000
1581,47,12416,6,5,24,1606,0,1606,Y,1651,0,0,1651,2,0,3,1,7,1,Attached,2,616,192,0,184000
1582,93,18265,6,5,24,980,276,1256,Y,1256,0,0,1256,2,0,3,1,6,1,Attached,2,578,282,0,180000
1583,85,10200,6,5,22,783,678,1461,Y,1509,0,0,1509,2,0,3,1,5,1,Attached,2,600,224,0,175000
1584,82,11202,8,5,7,1029,403,1432,Y,1440,0,0,1440,2,0,3,1,7,1,Attached,2,467,185,95,232500
1585,0,7915,6,5,11,1223,443,1666,Y,1675,0,0,1675,2,0,3,1,6,0,Attached,2,435,165,52,195000
1586,85,12244,8,5,7,871,611,1482,Y,1482,780,0,2262,2,1,4,1,10,2,Attached,3,749,168,0,305000
1587,79,11449,8,5,3,1011,873,1884,Y,1728,0,0,1728,2,0,3,1,7,1,Attached,2,520,0,276,298751
1588,85,11447,8,5,5,1571,393,1964,Y,1964,0,0,1964,2,1,3,1,7,1,Attached,3,892,0,265,370000
1589,97,8940,7,5,13,1309,35,1344,Y,1344,0,0,1344,2,0,2,2,8,0,Attached,4,784,0,0,209200
1590,78,7060,7,5,13,1309,35,1344,Y,1344,0,0,1344,2,0,2,2,8,0,Attached,4,784,0,0,206300
1591,77,9278,5,5,3,0,1092,1092,Y,1092,0,0,1092,1,0,2,1,5,0,None,0,0,0,52,146000
1592,32,4500,6,5,13,864,325,1189,Y,1189,0,0,1189,2,0,2,1,4,0,Attached,2,392,0,122,160500
1593,150,14137,4,5,46,1112,88,1200,Y,1200,0,0,1200,1,0,3,1,6,0,Attached,3,850,0,290,173000
1594,0,4224,5,6,35,769,271,1040,Y,1040,0,0,1040,1,0,3,1,6,0,Attached,2,499,0,100,124000
1595,0,2665,5,6,34,0,264,264,Y,616,688,0,1304,1,1,3,1,4,1,Attached,1,336,141,24,115000
1596,41,2665,5,7,34,318,232,550,Y,925,550,0,1475,2,0,4,1,6,1,Attached,1,336,92,26,129500
1597,21,1974,4,7,37,501,25,526,Y,526,462,0,988,1,0,2,1,5,0,Attached,1,297,120,101,105000
1598,21,1596,4,6,37,437,25,462,Y,526,462,0,988,1,0,1,1,4,1,Attached,1,297,0,101,94900
1599,0,17979,5,6,42,785,328,1113,Y,1160,0,0,1160,1,0,3,1,6,0,Attached,1,257,81,0,152500
1600,21,1477,6,9,40,358,188,546,Y,546,546,0,1092,2,1,3,1,6,0,None,0,0,187,0,98000
1601,21,1890,4,7,38,495,135,630,Y,630,0,0,630,1,0,1,1,3,0,None,0,0,88,0,81000
1602,100,21750,5,5,56,0,988,988,Y,988,0,0,988,1,0,2,1,4,0,Attached,2,520,0,0,113000
1603,59,6490,5,7,27,534,282,816,Y,816,0,0,816,1,0,2,1,4,0,Attached,1,264,315,0,128500
1604,37,6951,5,5,26,658,218,876,Y,923,0,0,923,1,0,3,1,5,0,Attached,1,264,362,0,119500
1605,60,6600,5,9,28,641,175,816,Y,816,0,0,816,1,0,3,1,5,1,Attached,1,264,0,0,130500
1606,60,6600,5,8,28,816,0,816,Y,816,0,0,816,1,0,2,1,4,0,Detached,2,816,0,0,138000
1607,60,6600,5,6,28,638,207,845,Y,845,0,0,845,1,0,3,1,6,0,Attached,1,264,0,0,134500
1608,75,12508,6,7,70,660,323,983,Y,983,767,0,1750,2,0,4,1,7,0,Attached,1,423,245,156,160000
1609,74,12395,5,6,26,647,217,864,Y,889,0,0,889,1,0,3,1,6,0,Attached,2,484,0,0,137500
1610,0,11075,5,4,41,755,29,784,Y,1168,800,0,1968,2,1,4,1,7,1,Attached,2,530,305,189,172000
1611,0,56600,5,1,110,0,686,686,Y,1150,686,0,1836,2,0,4,1,7,0,Detached,1,288,0,0,103000
1612,85,10667,6,6,39,838,749,1587,Y,1587,0,0,1587,2,0,3,1,7,1,Attached,2,525,0,44,167300
1613,85,10628,7,5,40,778,499,1277,Y,1277,0,0,1277,1,0,2,1,5,1,Attached,2,526,0,176,167000
1614,95,13651,7,6,37,1880,343,2223,Y,2223,0,0,2223,2,0,3,1,8,2,Attached,2,516,300,0,244000
1615,95,15865,8,6,40,1174,1043,2217,Y,2217,0,0,2217,2,0,4,1,8,1,Attached,2,621,81,431,268000
1616,0,12394,7,5,7,0,847,847,Y,847,886,0,1733,2,1,3,1,7,1,Attached,2,433,100,48,225000
1617,0,10364,6,5,15,0,806,806,Y,806,766,0,1572,2,1,3,1,7,1,Attached,2,373,0,40,168000
1618,0,13869,6,6,13,182,612,794,Y,794,676,0,1470,2,0,3,1,6,0,Attached,2,388,0,75,177000
1619,57,8773,6,5,13,0,916,916,Y,916,684,0,1600,2,1,3,1,7,1,Attached,2,460,100,38,169000
1620,56,8872,6,5,13,0,384,384,Y,754,630,0,1384,2,1,3,1,7,1,Attached,2,390,0,0,161500
1621,41,5330,8,5,10,1196,298,1494,Y,1652,0,0,1652,2,0,2,1,6,0,Attached,2,499,96,48,251000
1622,0,10147,6,5,16,186,206,392,Y,924,770,0,1694,2,1,3,1,7,1,Attached,2,398,256,64,160000
1623,0,8637,6,5,11,871,52,923,Y,947,767,0,1714,2,1,3,1,7,1,Attached,2,451,256,48,180000
1624,63,7875,7,5,14,414,277,691,Y,691,862,0,1553,2,1,3,1,6,0,Attached,2,420,0,44,178750
1625,63,7875,7,5,15,0,1237,1237,Y,1253,0,0,1253,2,0,3,1,6,1,Attached,2,402,220,21,176000
1626,60,7500,6,5,11,0,938,938,Y,957,1342,0,2299,3,1,5,1,7,1,Attached,2,482,188,30,204000
1627,0,9556,7,5,18,0,1168,1168,Y,1187,0,0,1187,2,0,3,1,6,0,Attached,2,420,0,21,160000
1628,0,10784,7,5,19,0,384,384,Y,802,670,0,1472,2,1,3,1,7,1,Attached,2,402,164,0,160000
1629,0,9125,7,5,18,0,384,384,Y,812,670,0,1482,2,1,3,1,7,1,Attached,2,392,100,25,163900
1630,0,7655,6,5,17,0,903,903,Y,910,732,0,1642,2,1,3,1,7,1,Attached,2,392,290,84,168000
1631,160,18160,6,6,46,550,752,1302,Y,1128,0,0,1128,1,0,3,1,6,1,Attached,2,480,0,354,154204
1632,0,3696,8,5,24,0,1074,1074,Y,1088,0,0,1088,1,1,2,1,5,0,Attached,2,461,0,211,170000
1633,0,5062,7,5,26,1010,180,1190,Y,1190,900,0,2090,2,0,3,1,6,1,Attached,2,577,219,0,207500
1634,38,4740,8,5,22,248,918,1166,Y,1179,0,0,1179,2,0,2,1,5,0,Attached,2,480,0,243,182000
1635,35,5118,8,5,20,926,386,1312,Y,1321,0,0,1321,1,0,1,1,4,1,Attached,2,484,0,204,212000
1636,86,14157,9,5,5,1249,673,1922,Y,1922,0,0,1922,2,0,3,1,8,1,Attached,3,676,178,51,377426
1637,98,12328,8,5,5,986,163,1149,Y,1164,1377,0,2541,3,1,4,1,10,1,Attached,3,729,120,32,349265
1638,52,51974,9,5,4,1101,1559,2660,Y,2338,0,0,2338,2,1,4,1,8,2,Attached,3,1110,0,457,591587
1639,195,41600,5,5,41,1047,53,1100,Y,1424,0,0,1424,1,1,3,1,7,0,Attached,3,828,144,0,155000
1640,61,8035,9,5,4,797,815,1612,Y,1612,0,0,1612,2,0,2,1,6,1,Attached,2,556,0,164,319900
1641,60,8089,8,6,3,945,474,1419,Y,1419,0,0,1419,2,0,2,1,7,1,Attached,2,567,140,0,392000
1642,85,14082,8,5,4,1558,662,2220,Y,2234,0,0,2234,1,1,1,1,7,1,Attached,2,724,390,80,441929
1643,81,13870,10,5,4,1152,590,1742,Y,2042,0,0,2042,2,0,3,1,8,1,Attached,3,724,240,226,455000
1644,0,12546,6,7,29,678,762,1440,Y,1440,0,0,1440,2,0,3,1,7,1,Attached,2,467,0,99,182900
1645,0,10960,6,5,26,256,1028,1284,Y,1284,0,0,1284,2,0,3,1,5,0,Attached,2,480,0,192,174000
1646,78,12090,6,7,26,0,585,585,Y,1140,728,0,1868,3,1,3,1,7,1,Attached,2,477,268,259,178000
1647,78,12090,7,7,29,321,404,725,Y,725,754,0,1479,2,1,3,1,6,1,Attached,2,484,167,72,176000
1648,93,12299,7,6,32,1328,201,1529,Y,1664,0,0,1664,2,0,3,1,7,1,Attached,2,663,0,0,213000
1649,61,11339,7,5,31,758,22,780,Y,1085,845,0,1930,2,1,4,1,9,1,Attached,2,481,192,72,192000
1650,92,11952,7,6,33,0,808,808,Y,1161,808,0,1969,2,1,3,1,8,1,Attached,2,534,0,276,190000
1651,0,12046,6,6,34,156,692,848,Y,1118,912,0,2030,2,1,4,1,8,1,Attached,2,551,0,224,195000
1652,0,10395,6,6,32,605,427,1032,Y,1032,0,0,1032,2,0,3,1,6,1,Attached,2,564,0,0,148000
1653,79,11850,6,6,26,781,372,1153,Y,1177,0,0,1177,2,0,3,1,6,0,Attached,2,495,204,103,151500
1654,80,11584,7,6,31,425,114,539,Y,1040,685,0,1725,2,1,3,1,6,1,Attached,2,550,0,304,197000
1655,80,10400,6,5,31,903,356,1259,Y,1353,0,0,1353,2,0,2,1,5,1,Attached,2,478,240,141,192350
1656,80,10793,5,5,41,780,0,780,Y,780,840,0,1620,2,1,4,1,7,0,Attached,2,462,208,0,152000
1657,128,13001,6,5,39,613,1012,1625,Y,1220,0,0,1220,2,0,2,1,6,1,Attached,2,944,0,249,170000
1658,70,12243,5,6,39,998,486,1484,Y,1484,0,0,1484,2,0,3,1,7,1,Attached,2,487,224,180,175000
1659,90,11700,6,6,42,559,143,702,Y,1041,702,0,1743,1,2,3,1,7,1,Attached,2,539,224,0,175000
1660,0,12384,7,7,34,0,793,793,Y,1142,793,0,1935,2,1,3,1,7,1,Attached,2,550,0,365,197900
1661,64,8991,7,6,34,1228,0,1228,Y,1324,0,0,1324,2,0,3,1,5,1,Attached,2,585,407,36,174000
1662,80,8000,6,6,36,1084,0,1084,Y,1084,793,0,1877,2,1,4,1,8,1,Attached,2,488,0,96,178900
1663,70,10500,5,7,39,349,23,372,Y,576,533,0,1109,1,0,3,1,5,0,Attached,1,288,35,0,139000
1664,0,10530,6,5,39,317,664,981,Y,981,0,0,981,1,1,3,1,5,0,Detached,2,576,0,352,143250
1665,0,7472,7,9,38,626,99,725,Y,725,754,0,1479,1,1,4,1,7,0,Attached,2,484,0,32,184000
1666,63,9457,5,6,40,566,359,925,Y,1422,0,0,1422,1,0,3,1,7,0,Detached,2,576,252,0,155000
1667,66,7920,5,5,40,700,214,914,Y,914,0,0,914,1,0,3,1,5,0,Attached,1,368,120,0,133000
1668,61,9758,5,5,39,699,251,950,Y,950,0,0,950,1,0,3,1,5,0,Detached,1,280,0,0,119500
1669,70,8294,4,5,39,0,858,858,Y,872,0,0,872,1,0,3,1,5,0,Detached,4,480,0,0,123000
1670,0,7340,4,6,39,322,536,858,Y,858,0,0,858,1,0,2,1,4,0,Detached,1,684,0,0,110000
1671,0,17199,4,7,49,314,600,914,Y,914,0,0,914,1,0,2,1,4,0,Attached,1,270,140,0,128000
1672,60,9000,4,6,39,616,248,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,528,0,0,120500
1673,34,4058,7,5,12,723,0,723,Y,767,0,0,767,1,0,1,1,4,0,Attached,1,367,120,40,133000
1674,33,4113,6,5,9,0,1337,1337,Y,1337,0,0,1337,2,0,2,1,5,1,Attached,2,511,136,68,155000
1675,26,10943,6,5,13,930,475,1405,Y,1337,0,0,1337,2,0,2,1,5,1,Attached,2,522,0,68,177000
1676,21,2205,6,6,37,312,213,525,Y,525,567,0,1092,1,1,3,1,6,0,Detached,1,264,144,0,113500
1677,21,1890,6,5,37,356,316,672,Y,672,546,0,1218,1,1,3,1,7,0,Detached,1,264,144,28,113000
1678,21,2058,6,5,37,0,672,672,Y,672,546,0,1218,1,1,4,1,7,0,Detached,1,264,0,28,113700
1679,24,2016,5,5,40,0,630,630,Y,630,672,0,1302,2,1,3,1,6,0,Detached,2,440,0,0,106000
1680,24,1920,5,5,39,471,294,765,Y,765,600,0,1365,1,1,2,1,6,0,Detached,2,440,240,36,122500
1681,0,4928,6,5,34,120,958,1078,Y,958,0,0,958,2,0,2,1,5,1,Attached,2,440,0,205,128000
1682,24,2308,6,6,34,556,248,804,Y,804,744,0,1548,2,1,3,1,7,1,Detached,2,440,48,0,155000
1683,24,2304,7,7,32,638,423,1061,Y,1055,0,0,1055,2,0,2,1,4,0,Attached,1,319,108,32,142500
1684,65,7150,5,6,44,725,263,988,Y,988,0,0,988,1,0,3,1,5,0,Detached,1,360,0,0,129250
1685,96,12469,9,5,4,1151,639,1790,Y,1816,0,0,1816,2,0,3,1,7,1,Attached,3,730,186,36,356000
1686,90,11694,9,5,3,48,1774,1822,Y,1828,0,0,1828,2,0,3,1,9,1,Attached,3,774,0,368,314813
1687,93,12030,8,5,3,0,1694,1694,Y,1694,0,0,1694,2,0,3,1,7,0,Attached,3,818,168,228,318000
1688,91,11825,8,5,4,0,1694,1694,Y,1694,0,0,1694,2,0,3,1,7,1,Attached,3,856,0,112,322400
1689,93,12085,8,5,3,1004,730,1734,Y,1734,0,0,1734,2,0,3,1,7,1,Attached,3,928,0,0,318000
1690,110,14333,8,5,3,1518,590,2108,Y,2122,0,0,2122,2,1,2,1,7,1,Attached,3,938,130,142,345474
1691,107,14450,9,5,4,0,2121,2121,Y,2121,0,0,2121,2,1,3,1,8,1,Attached,3,732,124,240,415298
1692,107,13641,9,5,3,1304,630,1934,Y,1943,713,0,2656,2,1,3,1,8,1,Attached,3,1040,268,58,492000
1693,110,13440,8,5,4,0,1108,1108,Y,1148,1402,0,2550,2,1,4,1,11,1,Attached,3,670,120,39,338931
1694,105,15431,10,5,5,1430,564,1994,Y,2046,0,0,2046,2,1,2,1,7,2,Attached,3,878,188,240,450000
1695,109,14154,7,5,4,0,1063,1063,Y,1071,1101,0,2172,2,1,3,1,9,1,Attached,3,947,192,62,280000
1696,107,13891,9,5,3,1812,740,2552,Y,2552,0,0,2552,2,0,3,1,8,2,Attached,3,932,130,28,479069
1697,110,14226,8,5,4,0,1935,1935,Y,1973,0,0,1973,2,0,3,1,9,1,Attached,3,895,315,45,395000
1698,105,13693,9,5,4,0,2153,2153,Y,2069,574,0,2643,2,1,3,1,9,1,Attached,3,694,414,84,380000
1699,98,11428,8,5,4,0,1626,1626,Y,1634,0,0,1634,2,0,3,1,7,1,Attached,3,866,0,44,250000
1700,110,14977,8,5,4,1350,626,1976,Y,1976,0,0,1976,2,0,2,1,7,1,Attached,3,908,250,63,440000
1701,118,13654,9,5,5,0,1704,1704,Y,1722,1036,0,2758,2,1,4,1,9,1,Attached,3,814,282,55,418000
1702,59,17169,10,5,3,1684,636,2320,Y,2290,0,0,2290,2,1,2,1,7,1,Attached,3,1174,192,30,500067
1703,134,16659,8,5,3,0,1582,1582,Y,1582,570,0,2152,2,1,3,1,7,1,Detached,2,728,0,368,260116
1704,76,9591,8,5,6,0,1143,1143,Y,1143,1330,0,2473,2,1,4,1,9,1,Attached,3,852,192,151,317000
1705,82,9709,8,5,3,778,140,918,Y,958,1142,0,2100,2,1,3,1,8,2,Attached,3,786,172,104,319500
1706,86,10562,8,5,3,1288,294,1582,Y,1610,551,0,2161,1,1,3,1,8,1,Attached,3,789,178,120,325624
1707,94,13615,9,5,4,0,1802,1802,Y,1802,0,0,1802,2,1,3,1,7,1,Attached,3,843,158,105,372000
1708,99,13069,8,5,6,0,1706,1706,Y,1718,1238,0,2956,2,1,5,1,11,1,Attached,3,916,194,50,342000
1709,99,12099,8,5,6,970,166,1136,Y,1136,1332,0,2468,2,1,4,1,10,1,Attached,3,872,184,154,354000
1710,110,14277,8,5,7,938,379,1317,Y,1217,1168,0,2385,2,1,3,1,7,1,Attached,3,818,192,228,350000
1711,93,11999,8,5,7,0,1181,1181,Y,1234,1140,0,2374,2,1,4,1,10,1,Attached,3,656,104,100,285000
1712,0,12568,8,5,3,669,226,895,Y,895,923,0,1818,2,1,3,1,8,1,Attached,3,774,196,104,281500
1713,70,9926,7,5,5,1178,436,1614,Y,1614,0,0,1614,2,0,3,1,7,0,Attached,3,878,100,38,245700
1714,71,9254,8,5,5,119,1602,1721,Y,1721,0,0,1721,2,0,3,1,7,0,Attached,2,554,168,27,232698
1715,92,10732,8,5,4,0,1298,1298,Y,1298,530,0,1828,2,1,3,1,7,0,Attached,3,876,0,40,250000
1716,61,7577,6,5,5,20,1342,1362,Y,1362,0,0,1362,2,0,2,1,6,1,Attached,2,460,192,28,194700
1717,34,3901,6,5,5,866,436,1302,Y,1302,0,0,1302,1,1,1,1,5,1,Attached,2,631,110,50,204000
1718,34,3903,6,5,5,1030,272,1302,Y,1302,0,0,1302,1,1,1,1,5,1,Attached,2,631,110,50,200000
1719,41,6289,6,5,5,762,600,1362,Y,1362,0,0,1362,2,0,2,1,6,1,Attached,2,460,192,28,207000
1720,34,4590,8,5,4,24,1530,1554,Y,1554,0,0,1554,2,0,2,1,6,1,Attached,2,627,156,73,209500
1721,34,4590,8,5,4,24,1530,1554,Y,1554,0,0,1554,2,0,2,1,6,1,Attached,2,627,156,73,209500
1722,44,6442,8,5,4,24,1346,1370,Y,1370,0,0,1370,2,0,2,1,6,1,Attached,2,484,120,49,202500
1723,48,7841,9,5,5,848,729,1577,Y,1577,0,0,1577,2,0,2,1,6,1,Attached,2,564,203,39,280000
1724,60,7313,9,5,5,1153,408,1561,Y,1561,0,0,1561,2,0,2,1,6,1,Attached,2,556,203,47,277500
1725,68,7820,9,5,3,0,1869,1869,Y,1869,0,0,1869,2,0,2,1,6,1,Attached,2,617,210,54,318061
1726,48,6240,8,5,4,24,1300,1324,Y,1324,0,0,1324,2,0,2,1,6,1,Attached,2,550,0,38,221370
1727,48,3242,7,5,7,1000,405,1405,Y,1405,0,0,1405,2,0,2,1,6,1,Attached,2,478,136,36,200000
1728,59,15810,6,5,3,0,768,768,Y,768,728,0,1496,3,0,3,1,7,0,Attached,2,572,100,0,181755
1729,65,10237,6,5,5,0,768,768,Y,768,768,0,1536,2,1,3,1,6,1,Attached,2,400,100,38,176000
1730,65,10237,6,5,5,0,783,783,Y,783,701,0,1484,2,1,3,1,8,1,Attached,2,393,0,72,178900
1731,58,13204,7,5,4,0,608,608,Y,608,850,0,1458,2,0,3,1,6,0,Attached,2,454,100,33,168165
1732,62,8857,6,5,4,0,738,738,Y,738,757,0,1495,2,1,3,1,7,1,Attached,2,440,100,30,171925
1733,63,9729,6,5,4,0,698,698,Y,698,1048,0,1746,2,1,3,1,6,1,Attached,3,350,0,34,198444
1734,88,12216,6,5,5,918,408,1326,Y,1326,0,0,1326,2,0,3,1,6,0,Attached,2,388,120,23,203000
1735,65,9018,7,5,3,0,728,728,Y,728,728,0,1456,2,1,3,1,8,1,Attached,2,400,100,24,179540
1736,73,8993,7,5,3,0,1302,1302,Y,1302,0,0,1302,2,0,3,1,6,0,Attached,2,436,0,22,176485
1737,73,8899,7,5,3,24,1316,1340,Y,1340,0,0,1340,2,0,3,1,6,0,Attached,2,396,100,30,181134
1738,73,8499,6,5,4,0,616,616,Y,616,796,0,1412,2,1,3,1,6,1,Attached,2,432,0,36,156932
1739,72,8229,6,5,3,0,752,752,Y,752,752,0,1504,2,1,3,1,6,0,Attached,2,440,100,32,166000
1740,64,7713,7,5,3,0,728,728,Y,728,728,0,1456,2,1,3,1,7,0,Attached,2,400,100,24,177594
1741,64,7697,7,6,3,0,1246,1246,Y,1258,0,0,1258,2,0,3,1,6,0,Attached,2,462,0,0,173500
1742,53,3922,7,5,4,0,1258,1258,Y,1258,0,0,1258,2,0,2,1,6,1,Attached,3,648,144,16,172500
1743,53,3922,7,5,4,0,1258,1258,Y,1402,0,0,1402,0,2,2,1,7,1,Attached,3,648,120,16,194201
1744,0,3621,8,5,7,1084,322,1406,Y,1589,0,0,1589,2,0,2,1,7,1,Attached,3,630,143,20,226500
1745,53,3710,7,5,3,0,1266,1266,Y,1266,0,0,1266,2,0,2,1,6,1,Attached,2,388,100,16,185485
1746,182,14572,7,5,6,1300,230,1530,Y,1530,0,0,1530,2,0,3,1,7,1,Attached,3,630,144,36,259000
1747,65,16219,7,5,6,779,56,835,Y,1119,0,0,1119,2,0,2,1,5,0,Attached,2,437,100,24,188500
1748,87,11084,7,5,6,192,192,384,Y,744,630,0,1374,2,1,3,1,8,1,Attached,2,400,100,0,175000
1749,59,11796,7,5,6,0,847,847,Y,847,1112,0,1959,2,1,4,1,8,1,Attached,2,434,100,48,215000
1750,59,10936,7,5,4,0,1510,1510,Y,1525,0,0,1525,2,1,3,1,6,1,Attached,2,534,100,18,206580
1751,62,8244,7,5,6,0,840,840,Y,840,880,0,1720,2,1,3,1,7,1,Attached,2,440,100,48,183500
1752,0,11950,7,5,7,0,384,384,Y,754,640,0,1394,2,1,3,1,7,1,Attached,2,400,100,0,165500
1753,63,7875,7,5,7,0,847,847,Y,847,1101,0,1948,2,1,4,1,8,1,Attached,2,434,0,48,211000
1754,0,8063,6,5,10,0,924,924,Y,948,742,0,1690,2,1,3,1,7,1,Attached,2,463,100,48,181000
1755,0,8740,7,5,8,574,280,854,Y,864,1131,0,1995,2,1,4,1,8,1,Attached,2,435,264,48,219500
1756,62,7917,6,5,11,0,953,953,Y,953,694,0,1647,2,1,3,1,7,1,Attached,2,460,0,40,175000
1757,76,9967,7,5,10,0,384,384,Y,774,656,0,1430,2,1,3,1,8,1,Attached,2,400,100,0,170000
1758,0,7750,7,5,7,0,660,660,Y,660,660,0,1320,2,1,3,1,6,0,Attached,2,400,0,48,162000
